,Date,GLD_Open,GLD_High,GLD_Low,GLD_Close,GLD_Volume,^VIX_Open,^VIX_High,^VIX_Low,^VIX_Close,^VIX_Volume,USO_Open,USO_High,USO_Low,USO_Close,USO_Volume,UUP_Open,UUP_High,UUP_Low,UUP_Close,UUP_Volume,QQQ_Open,QQQ_High,QQQ_Low,QQQ_Close,QQQ_Volume,HYG_Open,HYG_High,HYG_Low,HYG_Close,HYG_Volume,XLE_Open,XLE_High,XLE_Low,XLE_Close,XLE_Volume,IWM_Open,IWM_High,IWM_Low,IWM_Close,IWM_Volume,SPY_Open,SPY_High,SPY_Low,SPY_Close,SPY_Volume,TLT_Open,TLT_High,TLT_Low,TLT_Close,TLT_Volume,XLF_Open,XLF_High,XLF_Low,XLF_Close,XLF_Volume
0,2007-10-17,,,,,,18.760000228881836,20.110000610351562,18.280000686645508,18.540000915527344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2007-10-18,75.37999725341797,76.0,75.33000183105469,76.0,5646900.0,19.15999984741211,19.559999465942383,17.729999542236328,18.5,0,538.239990234375,547.2000122070312,536.0800170898438,545.3599853515625,316238.0,20.433997434056327,20.459529876708984,20.40846499140367,20.459529876708984,22600.0,45.93734468592245,46.419714833853256,45.75645259454821,46.3249626159668,144491200.0,34.039885954973826,34.04641654527931,33.71983221390972,33.72309875488281,13200.0,44.54157265464739,44.926640682009435,44.40363868966609,44.886409759521484,21221900.0,63.86517058145909,64.42031520037571,63.63842036268173,64.13101196289062,68562200.0,109.62194035334792,110.15058707635922,109.35762244214563,109.79339599609375,148367500.0,51.88113033993835,52.01503717684053,51.828728729279064,51.89277267456055,1374100.0,19.107773771716506,19.31912959175491,19.07921235566083,19.262006759643555,88868475.0
2,2007-10-19,76.08999633789062,76.29000091552734,74.54000091552734,75.69999694824219,9507800.0,19.149999618530273,22.959999084472656,19.020000457763672,22.959999084472656,0,540.719970703125,542.47998046875,534.5599975585938,537.1199951171875,681375.0,20.416975021362305,20.48505990921561,20.399953393581036,20.416975021362305,51100.0,46.316347112326135,46.316347112326135,45.12764322647788,45.170711517333984,245111500.0,33.7198149656655,33.945158836368414,33.31158476027004,33.572853088378906,40200.0,44.512830387491945,44.51857891442652,42.75990676879883,42.75990676879883,33433400.0,64.04501830593989,64.20921552981945,61.76970113492675,61.84006881713867,128571100.0,109.36480217136356,111.78655814156853,106.91447570059862,106.92161560058594,297169900.0,52.18386011943084,52.74860863631109,52.17221778922207,52.66709899902344,2561800.0,19.15919461988452,19.26772940046673,18.593672913073185,18.622234344482422,110383770.0
3,2007-10-22,74.08999633789062,74.7699966430664,73.83999633789062,74.5999984741211,8636500.0,23.889999389648438,23.940000534057617,21.3799991607666,21.639999389648438,0,533.280029296875,538.8800048828125,527.760009765625,532.3200073242188,625950.0,20.544632746462927,20.646760883731012,20.536121933084612,20.587186813354492,96800.0,44.92953921960682,45.756462468126365,44.808946656602004,45.71339416503906,207052100.0,33.57282562477534,33.57282562477534,33.262569427490234,33.262569427490234,64600.0,42.29437052982694,42.50702216781781,41.76562008302062,42.271385192871094,31265500.0,61.40999850808277,63.28654661612439,61.26143663505912,63.14580535888672,138153000.0,106.34295659796946,107.70027869686642,106.20008230870813,107.5431137084961,261989800.0,52.73702143546247,52.777776296709945,52.44009062240416,52.672977447509766,1866500.0,18.433718729320923,18.964965122836887,18.433718729320923,18.850719451904297,80609696.0
4,2007-10-23,75.11000061035156,75.26000213623047,74.62999725341797,75.2300033569336,3096400.0,21.290000915527344,21.43000030517578,20.1299991607666,20.40999984741211,0,536.239990234375,537.2000122070312,525.760009765625,526.6400146484375,285813.0,20.451019062491433,20.468039067654704,20.41697580562122,20.459529876708984,39600.0,46.17854304173486,46.695369287710065,45.94597024527568,46.66952896118164,162360600.0,33.37364691293776,33.54020309448242,33.29526489518005,33.54020309448242,27000.0,42.59324995185497,43.04728727718392,42.13921262652603,42.8748664855957,21291200.0,63.65405801562106,63.75570219125927,62.7001454128888,63.63059616088867,84843000.0,108.20032115875465,108.55036142267849,107.33591399355484,108.41462707519531,180085100.0,52.550698818678114,52.70207143888506,52.45754233675488,52.60309600830078,1046600.0,19.062081286836925,19.062081286836925,18.74219062504198,18.95354652404785,60804137.0
5,2007-10-24,74.83999633789062,75.58999633789062,74.79000091552734,75.5199966430664,5660600.0,21.15999984741211,24.149999618530273,20.59000015258789,20.799999237060547,0,527.760009765625,543.9199829101562,527.2000122070312,543.8400268554688,311675.0,20.46803805667605,20.485059684270407,20.416974797164738,20.425485610961914,37100.0,46.29050871113772,46.46278188169319,45.30853389511097,46.316349029541016,298293400.0,33.50754516623682,33.55653330442533,33.40957138149999,33.54020309448242,22200.0,42.78289649891849,43.32888816708005,42.35184906042001,43.15646743774414,23171300.0,63.231873052259644,63.46643805558451,61.855735697614456,63.22405242919922,126810300.0,108.0217547501582,108.40037650541957,106.32866124958372,108.21463012695312,326694200.0,52.81265236940181,53.20855822422265,52.725319346349465,52.99313735961914,2829300.0,18.907847799693595,18.930696940541466,18.336613913589364,18.81073760986328,128715083.0
6,2007-10-25,75.94000244140625,76.16999816894531,75.66000366210938,76.02999877929688,6487800.0,20.84000015258789,22.399999618530273,20.040000915527344,21.170000076293945,0,548.3200073242188,561.4400024414062,546.47998046875,560.9600219726562,403775.0,20.391439945134717,20.416972383507854,20.357398317242097,20.382930755615234,19500.0,46.41971791867342,46.4972421670142,45.43774629695718,45.69615936279297,233833100.0,33.634909215027456,33.634909215027456,33.520605232634594,33.58918762207031,16600.0,43.472562914303616,43.82889697862563,43.070253797198525,43.56452178955078,20061600.0,63.39605579391657,63.72445030243274,62.23102780619283,63.06766128540039,116690000.0,108.33606738179306,108.79327160066423,107.07161860653574,108.4718017578125,237374500.0,53.01642285181172,53.086290153884484,52.806825387535184,52.81264877319336,3062200.0,18.83358550727172,18.976393959199164,18.38230967255059,18.793598175048828,96815442.0
7,2007-10-26,76.87000274658203,77.73999786376953,76.66999816894531,77.69000244140625,8544200.0,19.84000015258789,20.969999313354492,19.479999542236328,19.559999465942383,0,569.2000122070312,570.1599731445312,562.0,569.3599853515625,363675.0,20.306339488962145,20.323359494981705,20.26378541573346,20.297828674316406,67100.0,46.583363091555306,46.686727618650735,46.03207794661519,46.45415496826172,146690300.0,33.54020055213556,33.66756820678711,33.50754262636542,33.66756820678711,10800.0,44.19672237877405,44.50132847038498,43.92085014618203,44.22545623779297,15778000.0,63.62280236690375,64.12321472167969,62.91909562881702,64.12321472167969,79290000.0,109.34337105230742,109.74342346191406,108.51468483205902,109.74342346191406,176484000.0,52.61474337655208,52.981537033839786,52.59727320453739,52.6904296875,1366500.0,19.14776120188081,19.25058364868164,18.713623621331923,19.25058364868164,97460117.0
8,2007-10-29,78.2699966430664,78.31999969482422,77.6500015258789,78.12000274658203,6881000.0,19.93000030517578,20.239999771118164,19.540000915527344,19.8700008392334,0,572.5599975585938,581.2000122070312,568.6400146484375,580.0,416488.0,20.297827665460247,20.297827665460247,20.212721146504805,20.263784408569336,26400.0,46.67811415238428,46.798709939794534,46.37663289860672,46.64366149902344,101896600.0,33.79821692934058,33.80148347081369,33.65778554568991,33.76882553100586,19900.0,44.2541931821512,44.6277684171504,44.2541931821512,44.438106536865234,9664400.0,64.28741974545983,64.459437631739,63.63844534372902,64.05284881591797,56217000.0,109.96487999415434,110.32922200247839,109.69342208865848,110.1077651977539,106841000.0,52.69040993489107,52.97569378361193,52.67876759985803,52.89418411254883,881000.0,19.25629303567623,19.30770492553711,19.073498632638312,19.30770492553711,46984685.0
9,2007-10-30,77.66000366210938,77.66000366210938,77.01000213623047,77.3499984741211,5608600.0,20.459999084472656,21.149999618530273,20.309999465942383,21.06999969482422,0,572.3200073242188,573.52001953125,556.3200073242188,556.3200073242188,515438.0,20.289317634813184,20.340380898849784,20.212721927122338,20.306339263916016,245300.0,46.4627775886015,46.99683488285769,46.428324929213844,46.73841857910156,114616600.0,33.73616308211292,33.73616308211292,33.54021048617423,33.7035026550293,10500.0,44.145014897543156,44.145014897543156,42.92658996582031,42.92658996582031,24769900.0,63.73222992017156,64.08408010072749,63.30218550804114,63.54457092285156,59967000.0,109.62197723058121,109.8362941309588,109.20763413001394,109.34336853027344,132981600.0,52.82431932364518,52.98733865992384,52.6438298225277,52.865074157714844,1439600.0,19.216303671077128,19.216303671077128,18.993523324980274,19.01066017150879,35125231.0
